NicoHulkenberg	participatedIn	GP_2024_Brazil
YukiTsunoda	teammateOf	MaxVerstappen
ValtteriBottas	competesInSeason	Season2026
Result_GP_2023_Hungary_Winner	forDriver	LewisHamilton
KevinMagnussen	participatedIn	GP_2023_Hungary
DanielRicciardo	participatedIn	GP_2022_AbuDhabi
Season2025	hasParticipant	Ferrari
LiamLawson	participatedIn	GP_2025_LasVegas
ValtteriBottas	teammateOf	ZhouGuanyu
LewisHamilton	participatedIn	GP_2023_Spain
GP_2026_Australia	partOfSeason	Season2026
MaxVerstappen	participatedIn	GP_2023_UnitedStates
AlexanderAlbon	participatedIn	GP_2023_SaudiArabia
SergioPerez	participatedIn	GP_2024_GreatBritain
LandoNorris	participatedIn	GP_2025_SaudiArabia
IsackHadjar	participatedIn	GP_2025_Canada
FrancoColapinto	participatedIn	GP_2024_Brazil
GeorgeRussell	hasStanding	Standing_2024_GeorgeRussell
LewisHamilton	participatedIn	GP_2026_Japan
GP_2025_Mexico	heldAtCircuit	AutodromoHermanosRodriguez
Season2023	hasRace	GP_2023_Canada
EstebanOcon	participatedIn	GP_2025_Brazil
ZhouGuanyu	participatedIn	GP_2023_Azerbaijan
MaxVerstappen	participatedIn	GP_2025_Italy
CarlosSainz	participatedIn	GP_2024_Australia
LanceStroll	participatedIn	GP_2025_Italy
MaxVerstappen	participatedIn	GP_2022_Belgium
GP_2024_China	partOfSeason	Season2024
FernandoAlonso	participatedIn	GP_2025_Italy
NicoHulkenberg	hasStanding	Standing_2023_NicoHulkenberg
GP_2024_Austria	winner	GeorgeRussell
AlexanderAlbon	participatedIn	GP_2024_Australia
AlexanderAlbon	participatedIn	GP_2025_Australia
Standing_2026_CharlesLeclerc	forDriver	CharlesLeclerc
MaxVerstappen	participatedIn	GP_2022_Spain
GabrielBortoleto	participatedIn	GP_2025_UnitedStates
KimiAntonelli	participatedIn	GP_2025_Qatar
NicoHulkenberg	drivesFor	AstonMartin
Standing_2024_SergioPerez	forTeam	RedBullRacing
CarlosSainz	participatedIn	GP_2024_EmiliaRomagna
GP_2022_Australia	heldAtCircuit	AlbertParkCircuit
LewisHamilton	participatedIn	GP_2023_Azerbaijan
ValtteriBottas	participatedIn	GP_2022_Monaco
MaxVerstappen	teammateOf	SergioPerez
OscarPiastri	participatedIn	GP_2024_Belgium
MickSchumacher	participatedIn	GP_2022_Netherlands
Result_GP_2023_Brazil_Winner	forGrandPrix	GP_2023_Brazil
FrancoColapinto	participatedIn	GP_2025_Mexico
ValtteriBottas	participatedIn	GP_2022_France
FernandoAlonso	participatedIn	GP_2025_Hungary
ZhouGuanyu	drivesFor	AlfaRomeo
AlexanderAlbon	participatedIn	GP_2022_Mexico
Result_GP_2024_Australia_Winner	forGrandPrix	GP_2024_Australia
GP_2024_UnitedStates	winner	CharlesLeclerc
CarlosSainz	participatedIn	GP_2025_Japan
forGrandPrix	range	GrandPrix
NicoHulkenberg	hasStanding	Standing_2024_NicoHulkenberg
GeorgeRussell	participatedIn	GP_2024_Mexico
YukiTsunoda	participatedIn	GP_2025_AbuDhabi
Standing_2025_AlexanderAlbon	forSeason	Season2025
LewisHamilton	participatedIn	GP_2024_Qatar
NicoHulkenberg	participatedIn	GP_2022_Miami
GP_2023_Netherlands	winner	MaxVerstappen
LandoNorris	participatedIn	GP_2026_Australia
OscarPiastri	participatedIn	GP_2024_Monaco
Standing_2022_MaxVerstappen	forDriver	MaxVerstappen
LanceStroll	participatedIn	GP_2022_Netherlands
DanielRicciardo	participatedIn	GP_2024_Canada
MaxVerstappen	participatedIn	GP_2025_Belgium
GP_2024_Hungary	winningTeam	McLaren
PierreGasly	participatedIn	GP_2023_Bahrain
OliverBearman	teammateOf	EstebanOcon
FrancoColapinto	participatedIn	GP_2025_SaudiArabia
Result_GP_2024_SaudiArabia_Winner	forGrandPrix	GP_2024_SaudiArabia
LandoNorris	teammateOf	OscarPiastri
MaxVerstappen	participatedIn	GP_2025_UnitedStates
Result_GP_2023_Spain_Winner	forDriver	MaxVerstappen
NyckDeVries	participatedIn	GP_2022_Brazil
EstebanOcon	participatedIn	GP_2022_Bahrain
LewisHamilton	participatedIn	GP_2022_Belgium
GeorgeRussell	participatedIn	GP_2023_Mexico
GeorgeRussell	isChampionOf	Season2026
DanielRicciardo	participatedIn	GP_2022_Hungary
CharlesLeclerc	participatedIn	GP_2022_Hungary
FrancoColapinto	participatedIn	GP_2025_Azerbaijan
YukiTsunoda	participatedIn	GP_2022_Belgium
Standing_2026_ValtteriBottas	forDriver	ValtteriBottas
MaxVerstappen	participatedIn	GP_2024_Spain
LanceStroll	participatedIn	GP_2023_Hungary
OliverBearman	hasStanding	Standing_2024_OliverBearman
DanielRicciardo	participatedIn	GP_2024_UnitedStates
FernandoAlonso	participatedIn	GP_2022_Bahrain
Result_GP_2024_SaudiArabia_Winner	forDriver	MaxVerstappen
AlexanderAlbon	participatedIn	GP_2023_Brazil
YukiTsunoda	participatedIn	GP_2025_GreatBritain
Standing_2023_DanielRicciardo	forTeam	AlphaTauri
Standing_2023_ValtteriBottas	forSeason	Season2023
YukiTsunoda	participatedIn	GP_2022_Brazil
GP_2023_Bahrain	heldAtCircuit	BahrainInternationalCircuit
KevinMagnussen	participatedIn	GP_2023_Japan
JackDoohan	participatedIn	GP_2024_Bahrain
Result_GP_2023_Canada_Winner	forTeam	RedBullRacing
OliverBearman	participatedIn	GP_2024_Spain
KevinMagnussen	participatedIn	GP_2023_Spain
MaxVerstappen	hasWon	GP_2023_Spain
CharlesLeclerc	participatedIn	GP_2025_Belgium
LanceStroll	participatedIn	GP_2025_Bahrain
ValtteriBottas	participatedIn	GP_2022_Singapore
EstebanOcon	participatedIn	GP_2024_Australia
Standing_2022_ZhouGuanyu	forSeason	Season2022
NicoHulkenberg	participatedIn	GP_2024_Azerbaijan
McLaren	participatedInSeason	Season2024
LiamLawson	participatedIn	GP_2025_Azerbaijan
NyckDeVries	teammateOf	YukiTsunoda
Standing_2025_LanceStroll	forTeam	AstonMartin
Ferrari	participatedInSeason	Season2024
KevinMagnussen	participatedIn	GP_2022_UnitedStates
ZhouGuanyu	participatedIn	GP_2024_Qatar
MaxVerstappen	participatedIn	GP_2024_SaudiArabia
OscarPiastri	teammateOf	LandoNorris
Standing_2026_FrancoColapinto	forTeam	Alpine
DanielRicciardo	participatedIn	GP_2023_Belgium
SergioPerez	hasStanding	Standing_2022_SergioPerez
Result_GP_2023_Belgium_Winner	forTeam	RedBullRacing
Result_GP_2023_Australia_Winner	forTeam	RedBullRacing
Standing_2024_ValtteriBottas	forDriver	ValtteriBottas
points	domain	RaceResult
DanielRicciardo	participatedIn	GP_2024_Belgium
LanceStroll	participatedIn	GP_2023_Canada
LandoNorris	participatedIn	GP_2024_Mexico
GeorgeRussell	participatedIn	GP_2023_Monaco
ZhouGuanyu	participatedIn	GP_2022_Canada
Result_GP_2023_SaudiArabia_Winner	forTeam	RedBullRacing
GP_2022_Spain	winner	MaxVerstappen
PierreGasly	participatedIn	GP_2025_Miami
SergioPerez	participatedIn	GP_2024_Miami
YukiTsunoda	participatedIn	GP_2022_UnitedStates
EstebanOcon	participatedIn	GP_2022_Austria
Season2024	hasRace	GP_2024_AbuDhabi
NicoHulkenberg	participatedIn	GP_2023_UnitedStates
SergioPerez	participatedIn	GP_2023_LasVegas
PierreGasly	participatedIn	GP_2024_Monaco
nationality	range	string
Result_GP_2024_UnitedStates_Winner	forDriver	CharlesLeclerc
OliverBearman	competesInSeason	Season2024
NicoHulkenberg	participatedIn	GP_2022_Netherlands
DanielRicciardo	participatedIn	GP_2022_Spain
GP_2025_EmiliaRomagna	heldAtCircuit	AutodromoEnzoDinoFerrari
AlexanderAlbon	participatedIn	GP_2022_Singapore
CircuitGillesVilleneuve	locatedIn	Canada
Standing_2024_MaxVerstappen	forSeason	Season2024
Standing_2023_CarlosSainz	forDriver	CarlosSainz
GP_2024_Italy	heldAtCircuit	AutodromoNazionaleDiMonza
Season2026	hasParticipant	Cadillac
GeorgeRussell	participatedIn	GP_2025_Brazil
Standing_2025_LiamLawson	forSeason	Season2025
NyckDeVries	participatedIn	GP_2022_France
CharlesLeclerc	participatedIn	GP_2024_LasVegas
OscarPiastri	participatedIn	GP_2023_Italy
LanceStroll	participatedIn	GP_2025_Belgium
LiamLawson	participatedIn	GP_2024_UnitedStates
Result_GP_2023_AbuDhabi_Winner	forDriver	MaxVerstappen
LandoNorris	participatedIn	GP_2022_EmiliaRomagna
Season2022	hasParticipant	Ferrari
GeorgeRussell	participatedIn	GP_2025_Monaco
YukiTsunoda	participatedIn	GP_2025_LasVegas
NyckDeVries	participatedIn	GP_2022_GreatBritain
NyckDeVries	teammateOf	LiamLawson
AlexanderAlbon	hasStanding	Standing_2023_AlexanderAlbon
LiamLawson	participatedIn	GP_2023_Mexico
MaxVerstappen	hasWon	GP_2023_GreatBritain
Result_GP_2024_GreatBritain_Winner	forTeam	Mercedes
LewisHamilton	participatedIn	GP_2024_Spain
PierreGasly	participatedIn	GP_2022_Japan
LandoNorris	competesInSeason	Season2026
EstebanOcon	participatedIn	GP_2022_Netherlands
CharlesLeclerc	participatedIn	GP_2022_Netherlands
HaasF1Team	participatedInSeason	Season2026
LandoNorris	competesInSeason	Season2023
LewisHamilton	participatedIn	GP_2024_Belgium
Result_GP_2024_UnitedStates_Winner	forGrandPrix	GP_2024_UnitedStates
Standing_2024_MaxVerstappen	forTeam	RedBullRacing
KevinMagnussen	participatedIn	GP_2023_Monaco
FrancoColapinto	drivesFor	Williams
MaxVerstappen	participatedIn	GP_2023_Italy
DanielRicciardo	participatedIn	GP_2024_Japan
NicholasLatifi	participatedIn	GP_2022_Spain
GeorgeRussell	participatedIn	GP_2024_Singapore
GeorgeRussell	participatedIn	GP_2024_Azerbaijan
LiamLawson	participatedIn	GP_2026_Australia
Result_GP_2022_Hungary_Winner	forTeam	RedBullRacing
IsackHadjar	participatedIn	GP_2025_Austria
GP_2023_Canada	heldAtCircuit	CircuitGillesVilleneuve
ValtteriBottas	participatedIn	GP_2022_Hungary
AutodromoHermanosRodriguez	locatedIn	Mexico
FernandoAlonso	participatedIn	GP_2023_Canada
GP_2024_Japan	partOfSeason	Season2024
FernandoAlonso	participatedIn	GP_2025_Netherlands
LewisHamilton	participatedIn	GP_2022_Mexico
LiamLawson	participatedIn	GP_2025_GreatBritain
EstebanOcon	hasStanding	Standing_2024_EstebanOcon
GeorgeRussell	participatedIn	GP_2022_Mexico
forTeam	range	Team
NicoHulkenberg	participatedIn	GP_2025_LasVegas
Standing_2026_ValtteriBottas	forTeam	Cadillac
OscarPiastri	participatedIn	GP_2023_AbuDhabi
Result_GP_2022_France_Winner	forDriver	MaxVerstappen
CharlesLeclerc	participatedIn	GP_2023_Singapore
GP_2022_GreatBritain	winner	CarlosSainz
hasResult	range	RaceResult
KevinMagnussen	participatedIn	GP_2023_Bahrain
ValtteriBottas	participatedIn	GP_2022_AbuDhabi
NicoHulkenberg	participatedIn	GP_2023_Spain
MaxVerstappen	participatedIn	GP_2023_Monaco
LanceStroll	participatedIn	GP_2025_LasVegas
GP_2022_EmiliaRomagna	winningTeam	RedBullRacing
EstebanOcon	participatedIn	GP_2022_Belgium
ValtteriBottas	participatedIn	GP_2022_Canada
CharlesLeclerc	participatedIn	GP_2023_LasVegas
LewisHamilton	participatedIn	GP_2024_Singapore
GP_2022_Singapore	heldAtCircuit	MarinaBayStreetCircuit
YukiTsunoda	participatedIn	GP_2022_AbuDhabi
Standing_2025_FernandoAlonso	forSeason	Season2025
PierreGasly	participatedIn	GP_2025_GreatBritain
GeorgeRussell	participatedIn	GP_2024_LasVegas
CharlesLeclerc	participatedIn	GP_2022_Italy
NyckDeVries	participatedIn	GP_2022_Azerbaijan
NyckDeVries	fromCountry	Netherlands
GeorgeRussell	participatedIn	GP_2024_Spain
MaxVerstappen	hasWon	GP_2022_EmiliaRomagna
AlexanderAlbon	participatedIn	GP_2024_China
CarlosSainz	participatedIn	GP_2024_Singapore
EstebanOcon	participatedIn	GP_2023_Belgium
OliverBearman	participatedIn	GP_2025_Brazil
FernandoAlonso	participatedIn	GP_2022_Miami
Season2023	hasParticipant	McLaren
Standing_2023_NyckDeVries	forSeason	Season2023
Season2026	hasParticipant	Alpine
YukiTsunoda	participatedIn	GP_2025_Qatar
LiamLawson	participatedIn	GP_2023_Austria
LanceStroll	participatedIn	GP_2024_Spain
IsackHadjar	participatedIn	GP_2025_Monaco
PierreGasly	participatedIn	GP_2022_France
GeorgeRussell	participatedIn	GP_2022_Bahrain
LoganSargeant	participatedIn	GP_2024_Azerbaijan
YukiTsunoda	fromCountry	Japan
Result_GP_2022_Netherlands_Winner	forDriver	MaxVerstappen
CharlesLeclerc	participatedIn	GP_2024_Italy
GP_2022_GreatBritain	heldAtCircuit	SilverstoneCircuit
YukiTsunoda	drivesFor	AlphaTauri
CharlesLeclerc	participatedIn	GP_2023_Canada
LewisHamilton	participatedIn	GP_2022_AbuDhabi
Result_GP_2023_Miami_Winner	forDriver	MaxVerstappen
GP_2024_Belgium	winner	LewisHamilton
CarlosSainz	participatedIn	GP_2025_AbuDhabi
GP_2024_Miami	winningTeam	McLaren
SergioPerez	participatedIn	GP_2024_EmiliaRomagna
Standing_2024_LiamLawson	forDriver	LiamLawson
EstebanOcon	participatedIn	GP_2024_Spain
FrancoColapinto	participatedIn	GP_2025_Bahrain
Result_GP_2022_GreatBritain_Winner	forDriver	CarlosSainz
Standing_2026_KimiAntonelli	forTeam	Mercedes
ValtteriBottas	participatedIn	GP_2022_Belgium
OscarPiastri	participatedIn	GP_2023_Japan
OscarPiastri	participatedIn	GP_2025_Brazil
IsackHadjar	participatedIn	GP_2025_Bahrain
YukiTsunoda	competesInSeason	Season2025
Result_GP_2022_GreatBritain_Winner	forGrandPrix	GP_2022_GreatBritain
Standing_2025_OscarPiastri	forDriver	OscarPiastri
KimiAntonelli	participatedIn	GP_2026_Australia
KimiAntonelli	competesInSeason	Season2026
GP_2022_Monaco	winningTeam	RedBullRacing
NicholasLatifi	participatedIn	GP_2022_UnitedStates
PierreGasly	participatedIn	GP_2023_Italy
LoganSargeant	participatedIn	GP_2024_Mexico
SergioPerez	participatedIn	GP_2022_GreatBritain
FrancoColapinto	teammateOf	JackDoohan
NicholasLatifi	participatedIn	GP_2022_Belgium
Season2023	hasRace	GP_2023_Azerbaijan
Standing_2023_YukiTsunoda	forTeam	AlphaTauri
NicoHulkenberg	competesInSeason	Season2024
LiamLawson	participatedIn	GP_2024_EmiliaRomagna
GP_2023_Canada	partOfSeason	Season2023
EstebanOcon	participatedIn	GP_2023_Austria
Result_GP_2024_China_Winner	forDriver	MaxVerstappen
KevinMagnussen	competesInSeason	Season2024
YukiTsunoda	participatedIn	GP_2025_Azerbaijan
Standing_2024_YukiTsunoda	forDriver	YukiTsunoda
KevinMagnussen	participatedIn	GP_2024_Monaco
KimiAntonelli	participatedIn	GP_2025_Bahrain
Season2025	hasRace	GP_2025_Italy
Standing_2026_LandoNorris	forSeason	Season2026
Result_GP_2023_Japan_Winner	forTeam	RedBullRacing
PierreGasly	participatedIn	GP_2025_Netherlands
LiamLawson	participatedIn	GP_2023_LasVegas
Result_GP_2022_Netherlands_Winner	forTeam	RedBullRacing
GP_2022_Azerbaijan	partOfSeason	Season2022
FernandoAlonso	participatedIn	GP_2022_UnitedStates
LiamLawson	participatedIn	GP_2023_Canada
KimiAntonelli	drivesFor	Mercedes
GeorgeRussell	participatedIn	GP_2022_GreatBritain
JackDoohan	teammateOf	EstebanOcon
CarlosSainz	participatedIn	GP_2022_Spain
CharlesLeclerc	participatedIn	GP_2023_Spain
LoganSargeant	participatedIn	GP_2024_Canada
FrancoColapinto	participatedIn	GP_2025_EmiliaRomagna
LanceStroll	participatedIn	GP_2024_Singapore
Season2023	hasRace	GP_2023_Australia
seasonYear	range	int
Standing_2023_LoganSargeant	forDriver	LoganSargeant
KimiAntonelli	participatedIn	GP_2025_China
GP_2023_Mexico	winner	MaxVerstappen
OscarPiastri	participatedIn	GP_2024_Austria
OscarPiastri	participatedIn	GP_2023_Spain
KimiAntonelli	participatedIn	GP_2025_Spain
KevinMagnussen	hasStanding	Standing_2023_KevinMagnussen
JackDoohan	participatedIn	GP_2024_Belgium
SergioPerez	hasWon	GP_2022_Monaco
Standing_2024_LoganSargeant	forTeam	Williams
SergioPerez	participatedIn	GP_2023_UnitedStates
PierreGasly	participatedIn	GP_2022_UnitedStates
EstebanOcon	participatedIn	GP_2024_Miami
GP_2022_Singapore	winningTeam	RedBullRacing
NicoHulkenberg	participatedIn	GP_2022_Bahrain
GP_2024_Austria	heldAtCircuit	RedBullRingCircuit
GP_2026_China	winner	GeorgeRussell
EstebanOcon	hasStanding	Standing_2025_EstebanOcon
OscarPiastri	participatedIn	GP_2025_SaudiArabia
NicoHulkenberg	participatedIn	GP_2022_Belgium
YukiTsunoda	teammateOf	DanielRicciardo
JackDoohan	participatedIn	GP_2024_AbuDhabi
Standing_2023_LewisHamilton	forDriver	LewisHamilton
Haas	participatedInSeason	Season2024
Standing_2024_KevinMagnussen	forTeam	Haas
Standing_2022_NicholasLatifi	forSeason	Season2022
MaxVerstappen	participatedIn	GP_2023_Canada
LiamLawson	competesInSeason	Season2023
Result_GP_2023_Mexico_Winner	forGrandPrix	GP_2023_Mexico
Standing_2022_FernandoAlonso	forTeam	Alpine
LandoNorris	participatedIn	GP_2024_Austria
MaxVerstappen	participatedIn	GP_2025_Netherlands
IsackHadjar	participatedIn	GP_2025_Azerbaijan
AlexanderAlbon	participatedIn	GP_2022_Monaco
EstebanOcon	participatedIn	GP_2025_Singapore
LewisHamilton	hasStanding	Standing_2023_LewisHamilton
NicoHulkenberg	drivesFor	Haas
DanielRicciardo	teammateOf	LandoNorris
Result_GP_2022_Bahrain_Winner	forDriver	CharlesLeclerc
ArvidLindblad	fromCountry	UnitedKingdom
Standing_2023_EstebanOcon	forSeason	Season2023
PierreGasly	hasStanding	Standing_2025_PierreGasly
LewisHamilton	drivesFor	Mercedes
YukiTsunoda	teammateOf	LiamLawson
OscarPiastri	participatedIn	GP_2025_Mexico
NyckDeVries	participatedIn	GP_2023_Japan
NicoHulkenberg	participatedIn	GP_2022_Mexico
MaxVerstappen	hasWon	GP_2022_Canada
ValtteriBottas	participatedIn	GP_2023_Italy
ZhouGuanyu	teammateOf	ValtteriBottas
ZhouGuanyu	participatedIn	GP_2023_SaudiArabia
KevinMagnussen	participatedIn	GP_2023_Qatar
ValtteriBottas	participatedIn	GP_2023_Netherlands
LandoNorris	participatedIn	GP_2022_UnitedStates
GP_2024_Australia	winningTeam	Ferrari
Season2025	hasRace	GP_2025_Qatar
LewisHamilton	participatedIn	GP_2023_AbuDhabi
EstebanOcon	participatedIn	GP_2022_Japan
GabrielBortoleto	participatedIn	GP_2025_Qatar
Season2025	hasRace	GP_2025_Azerbaijan
CharlesLeclerc	drivesFor	Ferrari
Standing_2023_KevinMagnussen	forDriver	KevinMagnussen
DanielRicciardo	participatedIn	GP_2023_LasVegas
OscarPiastri	participatedIn	GP_2023_SaudiArabia
CarlosSainz	competesInSeason	Season2026
Result_GP_2022_EmiliaRomagna_Winner	forDriver	MaxVerstappen
NyckDeVries	participatedIn	GP_2023_Canada
Standing_2026_LewisHamilton	forTeam	Ferrari
GP_2022_Australia	winningTeam	Ferrari
ValtteriBottas	participatedIn	GP_2024_Singapore
Result_GP_2026_Australia_Winner	forTeam	Mercedes
YukiTsunoda	participatedIn	GP_2024_Italy
IsackHadjar	participatedIn	GP_2025_EmiliaRomagna
LiamLawson	fromCountry	NewZealand
GeorgeRussell	participatedIn	GP_2023_Italy
Result_GP_2023_GreatBritain_Winner	forGrandPrix	GP_2023_GreatBritain
PierreGasly	participatedIn	GP_2023_Mexico
PierreGasly	participatedIn	GP_2022_Australia
ValtteriBottas	participatedIn	GP_2023_Spain
DanielRicciardo	participatedIn	GP_2024_Bahrain
SebastianVettel	participatedIn	GP_2022_Austria
Season2025	hasRace	GP_2025_Canada
MaxVerstappen	competesInSeason	Season2026
LoganSargeant	teammateOf	FrancoColapinto
EstebanOcon	participatedIn	GP_2025_Monaco
KevinMagnussen	participatedIn	GP_2022_EmiliaRomagna
EstebanOcon	participatedIn	GP_2025_Austria
MaxVerstappen	isChampionOf	Season2023
DanielRicciardo	participatedIn	GP_2024_Singapore
GeorgeRussell	participatedIn	GP_2022_Italy
MaxVerstappen	hasWon	GP_2023_Netherlands
EstebanOcon	hasStanding	Standing_2022_EstebanOcon
GP_2024_Italy	partOfSeason	Season2024
LoganSargeant	participatedIn	GP_2024_EmiliaRomagna
NicoHulkenberg	participatedIn	GP_2025_Mexico
GabrielBortoleto	participatedIn	GP_2025_Netherlands
KimiAntonelli	participatedIn	GP_2025_EmiliaRomagna
GeorgeRussell	participatedIn	GP_2025_Spain
forTeam	domain	TeamStanding
EstebanOcon	participatedIn	GP_2023_Bahrain
AlexanderAlbon	participatedIn	GP_2024_Canada
FrancoColapinto	participatedIn	GP_2025_Austria
Standing_2023_LewisHamilton	forTeam	Mercedes
KevinMagnussen	participatedIn	GP_2024_Miami
KimiAntonelli	participatedIn	GP_2025_Canada
ZhouGuanyu	participatedIn	GP_2022_Mexico
Ferrari	participatedInSeason	Season2022
AlexanderAlbon	participatedIn	GP_2025_Italy
GP_2025_Singapore	heldAtCircuit	MarinaBayStreetCircuit
GP_2022_Bahrain	heldAtCircuit	BahrainInternationalCircuit
LiamLawson	participatedIn	GP_2024_Canada
Result_GP_2023_Belgium_Winner	forDriver	MaxVerstappen
LanceStroll	participatedIn	GP_2025_Brazil
GeorgeRussell	participatedIn	GP_2024_Belgium
FernandoAlonso	drivesFor	Alpine
LiamLawson	teammateOf	YukiTsunoda
MickSchumacher	participatedIn	GP_2022_Azerbaijan
FernandoAlonso	participatedIn	GP_2024_SaudiArabia
Standing_2025_CarlosSainz	forSeason	Season2025
AlexanderAlbon	participatedIn	GP_2025_Belgium
YukiTsunoda	participatedIn	GP_2024_AbuDhabi
LiamLawson	participatedIn	GP_2023_Spain
YukiTsunoda	participatedIn	GP_2024_SaudiArabia
NicholasLatifi	participatedIn	GP_2022_Netherlands
PierreGasly	participatedIn	GP_2022_Azerbaijan
GP_2024_AbuDhabi	heldAtCircuit	YasMarinaCircuit
LiamLawson	participatedIn	GP_2024_Bahrain
ZhouGuanyu	participatedIn	GP_2024_Mexico
CharlesLeclerc	participatedIn	GP_2022_Belgium
DanielRicciardo	participatedIn	GP_2022_GreatBritain
SergioPerez	participatedIn	GP_2024_Canada
GP_2022_Hungary	partOfSeason	Season2022
FernandoAlonso	participatedIn	GP_2023_Netherlands
Standing_2024_DanielRicciardo	forDriver	DanielRicciardo
OliverBearman	participatedIn	GP_2024_Austria
Standing_2022_NyckDeVries	forTeam	Williams
LandoNorris	participatedIn	GP_2024_Netherlands
Standing_2025_NicoHulkenberg	forDriver	NicoHulkenberg
Standing_2026_GeorgeRussell	forTeam	Mercedes
YukiTsunoda	participatedIn	GP_2024_Azerbaijan
Result_GP_2022_Belgium_Winner	forTeam	RedBullRacing
CharlesLeclerc	fromCountry	Monaco
ZhouGuanyu	participatedIn	GP_2023_Hungary
SergioPerez	participatedIn	GP_2023_Singapore
ZhouGuanyu	participatedIn	GP_2023_Spain
CarlosSainz	participatedIn	GP_2024_Bahrain
CharlesLeclerc	participatedIn	GP_2025_Miami
Season2024	hasParticipant	Alpine
YukiTsunoda	participatedIn	GP_2023_UnitedStates
JackDoohan	participatedIn	GP_2024_Azerbaijan
CarlosSainz	drivesFor	Williams
LoganSargeant	participatedIn	GP_2024_Qatar
DanielRicciardo	participatedIn	GP_2023_GreatBritain
